taxonomy	B3	X18	X42	X22	X9	B1	X10	B8	X20	B7	C	X39	B11	X4	B10	X29	X2	B9	X19	B5	X33	X16	X40	D	X1	X17	B6	X3	X27	X12	X15	B4	X7	B2	X26	X13	X34	X32	X36	X35	X6	X5	X37	X21	X25	X23	B	X8	X11	X28	X24
D_0__Bacteria; D_1__Bacteroidetes; D_2__Rhodothermia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Chloroflexi; D_2__Chloroflexia	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Chloroflexi; D_2__Gitt-GS-136	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Chloroflexi; D_2__KD4-96	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
D_0__Bacteria; D_1__Cyanobacteria; D_2__Sericytochromatia	0	0	0	40	0	0	0	0	0	0	0	24	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
D_0__Bacteria; D_1__Deinococcus-Thermus; D_2__Deinococci	62	10	19	0	4	0	197	0	0	1	0	11	8	0	0	2	0	0	0	0	94	12	4	0	0	6	0	0	0	0	0	0	11	0	9	0	2	6	0	0	0	0	0	0	2	9	0	0	2	22	4
D_0__Bacteria; D_1__Dependentiae; D_2__Babeliae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
D_0__Bacteria; D_1__Epsilonbacteraeota; D_2__Campylobacteria	15446	1	46	7880	14982	10993	36	6116	0	10781	0	0	7241	1	2302	73	0	8447	4	11908	75	0	7270	0	3292	19	5060	144	6254	6521	1	14644	9325	4423	41	0	0	733	43	0	0	100	1	4	0	63	2	0	73	8958	15503
D_0__Bacteria; D_1__FBP; Ambiguous_taxa	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
D_0__Bacteria; D_1__FBP; D_2__uncultured bacterium	3	0	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0
D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli	11896	4846	6576	863	521	115	828	164	839	202	9808	2246	686	6443	6201	937	9176	321	789	878	3823	9217	3978	13421	9572	5512	464	5915	787	744	14539	211	797	207	865	11456	3860	5530	8665	5770	5515	8572	10425	23	59	875	708	0	1127	870	516
D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia	453	165	337	306	161	134	539	106	493	49	313	227	31	3	27	47	61	80	665	282	91	61	82	2	99	427	422	55	236	760	51	101	382	299	183	199	268	467	69	714	948	134	53	48	14	171	438	0	49	432	162
D_0__Bacteria; D_1__Firmicutes; D_2__Erysipelotrichia	75	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	276	31	13	0	0	1	0	26	13	0	0	0	0	0	18	0	29	12	0	5	0	0	0	5	11	5	3	33	38	0	0	18	0
D_0__Bacteria; D_1__Firmicutes; D_2__Negativicutes	0	6	28	0	19	0	140	14	47	9	0	0	3	0	1	0	0	5	0	43	0	35	4	0	0	87	30	0	26	113	0	13	38	0	124	3	26	67	20	0	6	0	8	0	0	125	47	0	0	2	19
D_0__Bacteria; D_1__Fusobacteria; D_2__Fusobacteriia	49	29	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Gemmatimonadetes; D_2__Gemmatimonadetes	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
D_0__Bacteria; D_1__Patescibacteria; D_2__Saccharimonadia	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria	170	14	18	11	377	152	235	99	382	14	53	296	41	2	12	20	11	20	246	516	279	123	27	12	15	56	71	3	96	927	11	12	76	344	225	158	94	38	6	0	7	42	13	10	1	231	382	0	21	86	385
D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria	0	11	0	0	60	1	0	0	4	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	65
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria	5053	782	446	1346	2542	775	839	1987	3193	72	431	3884	243	10	84	14889	50	240	1647	1785	1455	589	247	32	76	577	1251	19	8140	4817	20	462	1251	1392	3359	169	1496	208	89	350	131	368	52	139	12	3422	4071	0	15664	1201	2622
D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Synergistetes; D_2__Synergistia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes	5	0	1	0	0	48	0	0	20	841	0	0	0	0	263	2	0	3	21	23	0	486	6	0	13	1566	240	1	19	0	32	2	282	381	2733	14	323	4454	0	83	33	436	0	0	3	2999	20	0	0	250	0
D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae	0	0	0	0	38	0	22	17	7	0	8	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	38
D_0__Bacteria; D_1__WPS-2; Ambiguous_taxa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;NA;NA	3	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	4	0	2	1	0	1	3	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	0
Unassigned;Unassigned;Unassigned	2047	122	858	462	162	94	433	572	1066	29	88	199	146	4	33	44	41	109	314	264	406	423	58	23	166	467	597	29	370	351	41	31	362	285	99	135	260	68	85	641	344	203	87	11	7	47	1126	1	78	399	165
