taxonomy	B3	X18	X42	X22	X9	B1	X10	B8	X20	B7	C	X39	B11	X4	B10	X29	X2	B9	X19	B5	X33	X16	X40	D	X1	X17	B6	X3	X27	X12	X15	B4	X7	B2	X26	X13	X34	X32	X36	X35	X6	X5	X37	X21	X25	X23	B	X8	X11	X28	X24
D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Bifidobacteriales	763	428	430	1127	244	206	588	194	494	87	436	329	64	11	12	30	70	125	743	281	389	253	103	8	50	157	465	6	489	975	7	63	434	158	274	198	387	378	207	589	248	197	90	79	19	284	396	0	30	373	254
D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Corynebacteriales	190	22	36	14	26	20	360	24	273	46	63	181	25	1	2	1	1	417	95	27	83	57	24	4	30	1798	11	3	421	124	1	6	54	35	3	0	43	2	9	21	34	19	3	9	0	3	222	0	1	119	26
D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Frankiales	0	0	0	0	12	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12
D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Kineosporiales	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales	144	30	51	122	26	63	917	38	115	30	70	75	56	0	10	2	1	30	1	66	504	85	64	11	0	32	80	9	76	136	1	12	103	76	81	750	61	51	179	24	238	48	4	0	0	84	115	0	2	94	26
D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Propionibacteriales	0	2	0	4	18	0	0	0	45	0	3	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	13	1	0	0	0	14	0	4	0	0	7	1	0	0	0	0	0	0	45	0	0	1	18
D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Pseudonocardiales	29	0	0	0	0	0	1	1	6	0	0	1	0	0	0	0	0	0	10	0	8	28	0	0	0	0	8	0	0	14	0	7	44	11	6	2	0	5	0	0	3	8	3	0	0	6	6	0	0	46	0
D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Streptomycetales	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	1	0
D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Streptosporangiales	106	0	17	18	0	0	0	0	0	0	0	17	0	0	0	0	1	9	19	0	0	45	2	0	0	0	0	0	0	0	0	4	5	0	9	3	0	0	0	0	45	0	11	0	0	9	0	0	0	5	0
D_0__Bacteria; D_1__Actinobacteria; D_2__Coriobacteriia; D_3__Coriobacteriales	16	8	0	67	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	30	0	0	0	3	0	0	0	0	17	5	0	0	0	2	0	0	0	0	0	0	11
D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Gaiellales	0	0	0	0	34	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Solirubrobacterales	0	0	0	0	18	5	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
D_0__Bacteria; D_1__Armatimonadetes; D_2__uncultured; D_3__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales	0	39	24	0	0	6	20	0	0	6	20	0	11	0	0	1	0	0	0	24	9	14	0	1	12	57	114	0	87	78	0	3	31	30	24	16	0	16	8	52	3	0	6	3	0	24	0	0	1	31	0
D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales	0	0	0	0	41	27	0	0	0	0	0	0	14	0	0	0	0	0	0	19	24	0	0	0	0	0	0	0	0	32	0	0	0	14	18	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	41
D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales	13	1	1	0	71	65	89	42	106	0	0	40	14	0	0	0	0	1	0	109	27	12	19	0	1	0	18	0	26	354	1	0	2	90	4	0	0	0	0	6	0	0	0	0	0	4	106	0	0	2	71
D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales	69	14	17	36	185	67	163	29	182	0	0	136	79	0	0	14	0	28	45	107	243	22	33	1	0	18	35	1	51	242	1	11	58	278	64	0	107	2	0	9	0	0	0	0	0	62	182	0	14	58	182
D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales	84	0	0	21	268	120	80	30	242	0	0	129	5	0	0	0	0	12	47	82	255	4	9	0	4	0	42	3	28	108	0	10	8	70	16	0	44	0	0	0	0	0	0	0	2	12	242	0	0	8	243
D_0__Bacteria; D_1__Bacteroidetes; D_2__Rhodothermia; D_3__Rhodothermales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Chlamydiales	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__RBG-13-54-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Chloroflexi; D_2__Chloroflexia; D_3__Chloroflexales	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Chloroflexi; D_2__Gitt-GS-136; D_3__uncultured bacterium	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Chloroflexi; D_2__KD4-96; D_3__uncultured bacterium	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
D_0__Bacteria; D_1__Cyanobacteria; D_2__Sericytochromatia; Ambiguous_taxa	0	0	0	40	0	0	0	0	0	0	0	24	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
D_0__Bacteria; D_1__Deinococcus-Thermus; D_2__Deinococci; D_3__Deinococcales	62	10	19	0	4	0	197	0	0	1	0	11	8	0	0	2	0	0	0	0	94	12	4	0	0	6	0	0	0	0	0	0	11	0	9	0	2	6	0	0	0	0	0	0	2	9	0	0	2	22	4
D_0__Bacteria; D_1__Dependentiae; D_2__Babeliae; D_3__Babeliales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
D_0__Bacteria; D_1__Epsilonbacteraeota; D_2__Campylobacteria; D_3__Campylobacterales	15446	1	46	7880	14982	10993	36	6116	0	10781	0	0	7241	1	2302	73	0	8447	4	11908	75	0	7270	0	3292	19	5060	144	6254	6521	1	14644	9325	4423	41	0	0	733	43	0	0	100	1	4	0	63	2	0	73	8958	15503
D_0__Bacteria; D_1__FBP; Ambiguous_taxa; Ambiguous_taxa	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
D_0__Bacteria; D_1__FBP; D_2__uncultured bacterium; D_3__uncultured bacterium	3	0	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0
D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales	233	215	46	409	264	65	113	109	466	18	120	892	58	0	6	45	29	50	57	314	471	123	35	3	34	107	201	10	483	582	6	82	276	83	132	12	111	65	62	212	256	59	26	8	12	137	335	0	48	396	247
D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales	11663	4631	6530	454	257	50	715	55	373	184	9688	1354	628	6443	6195	892	9147	271	732	564	3352	9094	3943	13418	9538	5405	263	5905	304	162	14533	129	521	124	733	11444	3749	5465	8603	5558	5259	8513	10399	15	47	738	373	0	1079	474	269
D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales	453	165	337	306	161	134	539	106	493	49	313	227	31	3	27	47	61	80	665	282	91	61	82	2	99	427	422	55	236	760	51	101	382	299	183	199	268	467	69	714	948	134	53	48	14	171	438	0	49	432	162
D_0__Bacteria; D_1__Firmicutes; D_2__Erysipelotrichia; D_3__Erysipelotrichales	75	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	276	31	13	0	0	1	0	26	13	0	0	0	0	0	18	0	29	12	0	5	0	0	0	5	11	5	3	33	38	0	0	18	0
D_0__Bacteria; D_1__Firmicutes; D_2__Negativicutes; D_3__Selenomonadales	0	6	28	0	19	0	140	14	47	9	0	0	3	0	1	0	0	5	0	43	0	35	4	0	0	87	30	0	26	113	0	13	38	0	124	3	26	67	20	0	6	0	8	0	0	125	47	0	0	2	19
D_0__Bacteria; D_1__Fusobacteria; D_2__Fusobacteriia; D_3__Fusobacteriales	49	29	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Gemmatimonadetes; D_2__Gemmatimonadetes; D_3__Gemmatimonadales	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
D_0__Bacteria; D_1__Patescibacteria; D_2__Saccharimonadia; D_3__Saccharimonadales	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Isosphaerales	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Acetobacterales	0	0	0	3	16	15	0	1	18	1	0	0	5	0	0	0	0	0	0	0	6	0	8	1	0	1	0	1	0	0	0	0	0	10	18	11	14	0	1	0	0	0	1	0	0	18	18	0	0	0	16
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Azospirillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales	0	0	0	0	66	46	1	3	0	0	0	26	6	0	0	0	0	0	22	33	31	7	0	0	3	0	21	0	0	27	0	0	0	34	0	0	0	22	0	0	0	0	2	0	0	0	0	0	0	0	66
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Elsterales	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Micavibrionales	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales	0	14	16	0	67	87	154	69	200	11	24	59	8	1	11	8	9	1	84	233	109	61	10	11	4	22	12	2	25	414	8	11	53	158	106	0	58	15	3	0	0	32	5	4	1	106	200	0	8	63	69
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales	0	0	0	0	67	0	0	7	17	0	29	0	2	0	0	0	0	9	0	8	3	0	2	0	0	0	38	0	0	0	0	1	21	9	28	110	19	0	0	0	0	0	0	6	0	28	17	0	1	21	73
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales	2	0	0	0	2	2	0	3	0	2	0	0	1	1	1	3	2	1	1	0	2	2	1	0	0	3	0	0	2	1	0	0	2	0	0	1	0	1	2	0	2	0	5	0	0	0	0	0	3	2	2
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Sphingomonadales	168	0	2	8	125	2	80	16	147	0	0	211	19	0	0	9	0	9	139	215	128	53	6	0	8	30	0	0	69	485	3	0	0	121	73	36	3	0	0	0	5	10	0	0	0	79	147	0	9	0	125
D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales	0	11	0	0	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales	0	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	10
D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Oligoflexales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Aeromonadales	2813	0	0	0	14	0	0	0	33	0	0	31	0	0	0	1	0	1	0	0	9	48	25	0	0	0	50	0	0	0	0	5	65	0	29	0	134	0	0	0	1	0	1	3	0	19	33	0	1	49	14
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Alteromonadales	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	14	8	0	0	0	1	20	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15	0	0	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales	136	142	69	232	1027	387	177	222	1585	6	137	1121	71	0	9	6	13	73	926	710	117	310	36	2	18	61	595	6	313	2993	5	244	239	771	2310	40	323	7	33	47	20	146	16	22	4	2279	1468	0	6	303	992
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cardiobacteriales	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Diplorickettsiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales	1588	108	238	603	591	167	381	1563	456	49	110	515	43	10	19	14832	37	74	427	475	119	153	78	30	23	359	475	7	5523	912	9	78	359	287	444	121	574	186	42	198	77	189	25	79	2	549	1456	0	15602	331	648
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Legionellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pasteurellales	0	522	57	27	0	0	0	16	0	6	46	22	4	0	0	3	0	0	0	21	0	0	0	0	0	11	0	0	19	33	0	0	31	0	7	8	0	9	9	79	0	0	0	0	0	7	0	0	3	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pseudomonadales	516	10	81	483	866	206	281	173	1044	11	138	2195	116	0	55	43	0	92	294	402	1192	70	108	0	24	145	111	6	2252	783	5	113	542	298	559	0	464	6	5	26	21	33	8	35	6	558	1039	0	48	503	913
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Vibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales	0	0	1	1	25	4	0	13	60	0	0	0	9	0	0	4	0	0	0	69	0	0	0	0	11	0	0	0	33	83	0	2	1	35	0	0	1	0	0	0	0	0	0	0	0	0	60	0	4	1	36
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Synergistetes; D_2__Synergistia; D_3__Synergistales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes; D_3__Entomoplasmatales	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes; D_3__Mycoplasmatales	5	0	1	0	0	14	0	0	20	841	0	0	0	0	263	2	0	3	21	23	0	486	6	0	13	1566	240	1	19	0	32	2	282	381	2733	14	323	4454	0	83	33	436	0	0	3	2999	20	0	0	250	0
D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Chthoniobacterales	0	0	0	0	3	0	0	0	7	0	8	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3
D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales	0	0	0	0	35	0	22	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
D_0__Bacteria; D_1__WPS-2; Ambiguous_taxa; Ambiguous_taxa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;NA;NA;NA	3	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	4	0	2	1	0	1	3	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	0
Unassigned;Unassigned;Unassigned;Unassigned	2047	122	858	462	162	94	433	572	1066	29	88	199	146	4	33	44	41	109	314	264	406	423	58	23	166	467	597	29	370	351	41	31	362	285	99	135	260	68	85	641	344	203	87	11	7	47	1126	1	78	399	165
